,language,region,quoteType,triggerable,contractSymbol,headSymbolAsString,currency,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,openInterest,expireDate,expireIsoDate,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,underlyingSymbol,underlyingExchangeSymbol,exchange,shortName,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketChangePercent,price
SI=F,en-US,US,FUTURE,False,False,SI=F,USD,1613714024,26.875,27.11,26.105 - 27.11,26.105,17797,27.078,26.875,26.885,9,13,COMEX,27.11,1380,51,15.14,1.2901577,11.735 - 30.16,-3.2849998,-0.10891909,11.735,30.16,68163,1616976000,2021-03-29T00:00:00Z,26.430182,0.4448185,0.016829945,25.544275,1.3307247,0.052094832,15,30,False,SIH21.CMX,SIH21.CMX,CMX,Silver Mar 21,America/New_York,EST,-18000000,us24_market,False,REGULAR,967608000000,2,-0.20299911,-0.74968284,26.875
