time,price
2021-03-01 03:00:00,26.727999877929687
2021-03-01 04:00:00,26.730749893188477
2021-03-01 05:00:00,26.721499919891357
2021-03-01 06:00:00,26.726499938964842
2021-03-01 07:00:00,26.729500007629394
2021-03-01 08:00:00,26.7397500038147
2021-03-01 09:00:00,26.75
2021-03-01 10:00:00,26.75300006866455
2021-03-01 11:00:00,26.76550006866455
2021-03-01 12:00:00,26.782500076293946
2021-03-01 13:00:00,26.817250061035157
2021-03-01 14:00:00,26.848250102996825
2021-03-01 15:00:00,26.872250080108643
2021-03-01 16:00:00,26.893500137329102
2021-03-01 17:00:00,26.90225009918213
2021-03-01 18:00:00,26.896000099182128
2021-03-01 19:00:00,26.887500190734862
2021-03-01 20:00:00,26.877750205993653
2021-03-01 21:00:00,26.86475019454956
2021-03-01 23:00:00,26.850500202178956
2021-03-02 00:00:00,26.837000179290772
2021-03-02 01:00:00,26.800000190734863
2021-03-02 02:00:00,26.760000228881836
2021-03-02 03:00:00,26.716000175476076
2021-03-02 04:00:00,26.675500106811523
2021-03-02 05:00:00,26.63025007247925
2021-03-02 06:00:00,26.598250007629396
2021-03-02 07:00:00,26.555000019073486
2021-03-02 08:00:00,26.51599998474121
2021-03-02 09:00:00,26.48149995803833
2021-03-02 10:00:00,26.453999996185303
2021-03-02 11:00:00,26.422000026702882
2021-03-02 12:00:00,26.397500038146973
2021-03-02 13:00:00,26.370499992370604
2021-03-02 14:00:00,26.357999992370605
2021-03-02 15:00:00,26.35299997329712
2021-03-02 16:00:00,26.353999900817872
2021-03-02 17:00:00,26.364999961853027
2021-03-02 18:00:00,26.37825002670288
2021-03-02 19:00:00,26.387500095367432
2021-03-02 20:00:00,26.39300012588501
2021-03-02 21:00:00,26.425750160217284
2021-03-02 23:00:00,26.45875015258789
2021-03-03 00:00:00,26.492500209808348
2021-03-03 01:00:00,26.522750282287596
2021-03-03 02:00:00,26.559250354766846
2021-03-03 05:00:00,26.585750389099122
2021-03-03 05:03:00,26.621250343322753
